1.2378075	0.98276561	0.68449652
1.0223701	0.056716833	0.38000661
1.0474849	0.091833882	0.28212842
0.96621263	-0.32722434	-0.54519945
0.52328026	0.81321174	0.78793979
-0.46205857	0.63526022	0.79473525
-0.95620954	-0.17243855	1.1221021
-0.082781486	0.26986203	0.82780671
0.83493251	0.65284967	1.0119169
1.0076381	-0.22044386	0.55686873
2.0783806	0.79620469	0.31315932
0.17490858	-0.083683565	0.86506462
1.1806912	-0.58880192	1.3697693
-0.96384370	0.75766104	1.5438204
0.86026537	0.12178245	1.1273167
-0.11001009	1.2551749	0.71814615
0.040641326	0.061499357	0.58360648
0.66808403	0.57477772	0.44948903
0.39527872	0.15344197	0.18648709
0.035082553	-0.0098206643	0.98471349
0.96515960	1.5008485	1.5363715
0.79573041	0.34349722	0.34697813
1.0350375	1.0298425	0.093543567
0.087014802	1.1922643	0.65390825
0.78461486	0.80235380	0.011337131
0.29919431	0.48830032	0.57113022
-0.60854632	0.071835741	1.4622139
0.50553954	0.30800179	0.58410913
0.44112465	-0.71261311	1.0561517
0.40212226	0.50395203	1.0901752
0.52410138	0.72556239	0.12429945
-0.011181779	1.4183154	1.1928840
0.21262471	0.74542505	-0.074689306
0.36921775	0.60372698	0.31323254
0.62041533	0.26687443	0.32449374
0.69679832	0.37668103	0.30809236
0.38689142	-0.44522858	1.1408291
-0.12233804	0.80337590	1.4715933
0.84330612	0.98996145	-0.99166775
0.87878549	0.42281109	-0.16588375
0.63317376	1.2497150	-0.045525420
-0.059134405	-0.31197321	0.73111016
1.0249875	1.4691663	0.22360368
-0.43452629	0.59326702	0.68507534
0.55807674	0.38063326	-0.23853667
0.60101187	0.43750238	0.40644705
-0.25362629	0.64972210	-0.044894386
1.0562074	0.13435522	-0.43354017
0.13556889	0.89656657	0.24405652
0.28428081	0.20501097	0.91681099
0.65788633	0.68969637	0.73993653
-0.021970343	-0.44872838	1.5650778
0.59149480	-1.0355664	0.19120605
-0.15011695	-0.091099687	1.1797446
-0.16532627	0.26402411	0.53422982
-0.58003235	0.40955511	0.93378603
1.8682897	-0.31911352	-0.23441833
0.12124667	0.23767637	1.0860577
0.59591532	-0.28398314	1.0211148
1.5176378	-0.30633077	1.0265793
0.98084027	1.3374087	1.5986426
-0.53296912	1.3502309	0.78318942
-0.39323929	-0.61608928	0.99265808
1.0498728	0.36535567	1.7510871
0.55105203	-0.58228749	0.70877624
0.18053666	0.80299330	0.26374137
-0.23570399	0.66053945	1.9159639
0.75073528	0.33593777	1.0388842
0.087226301	0.11744462	1.7585393
1.5636737	1.2170041	0.23373854
0.65321332	0.21241096	0.56699753
1.7874696	0.39776367	-0.29744884
1.4725423	0.44709638	0.35584337
0.95837486	1.2223806	-0.0088720908
1.5983202	0.18175569	1.3135947
1.6323247	-0.81145704	1.3112478
0.68369722	0.48293751	1.5854045
1.1265149	1.2081999	0.72433013
1.2051920	0.89835429	1.8905097
